Player,Team,Year Signed,Length of Contract,Value,APY,Guaranteed Money,APY as % of Salary Cap,Inflated Value,Inflated APY,Inflated Guaranteed
Dan Chisena,Cardinals,2023,2,"1,995,000.00","997,500.00",0.00,0.00,"2,266,561.00","1,133,281.00",0.00
Mike Strachan,Panthers,2023,2,"1,995,000.00","997,500.00",0.00,0.00,"2,266,561.00","1,133,281.00",0.00
Andrei Iosivas,Bengals,2023,4,"3,999,392.00","999,848.00","159,392.00",0.00,"4,543,793.00","1,135,948.00","181,089.00"
Xavier Hutchinson,Texans,2023,4,"4,003,700.00","1,000,925.00","163,700.00",0.00,"4,548,688.00","1,137,172.00","185,983.00"
Elijah Higgins,ARI/MIA,2023,4,"4,015,880.00","1,003,970.00","175,880.00",0.00,"4,562,526.00","1,140,631.00","199,821.00"
A.T. Perry,Saints,2023,4,"4,016,364.00","1,004,091.00","176,364.00",0.00,"4,563,075.00","1,140,769.00","200,371.00"
Trey Palmer,Buccaneers,2023,4,"4,019,296.00","1,004,824.00","179,296.00",0.00,"4,566,407.00","1,141,602.00","203,702.00"
Kayshon Boutte,Patriots,2023,4,"4,027,274.00","1,006,819.00","187,274.00",0.00,"4,575,471.00","1,143,868.00","212,766.00"
Parker Washington,Jaguars,2023,4,"4,032,264.00","1,008,066.00","192,264.00",0.00,"4,581,140.00","1,145,285.00","218,435.00"
Javon Wims,Panthers,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Nsimba Webster,Bears,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Jason Moore,Lions,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Vyncint Smith,Colts,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Bryan Edwards,Saints,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Javon Wims,Cardinals,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Diontae Spencer,Jets,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Greg Ward,Eagles,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Keith Kirkwood,Saints,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Tyrie Cleveland,Eagles,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Javelin Guidry,Jets,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Tyler Johnson,Rams,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Juwann Winfree,Colts,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Freddie Swain,Eagles,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Steven Sims,Texans,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Greg Dortch,Cardinals,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
J.J. Arcega-Whiteside,Falcons,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Daurice Fountain,Bears,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Penny Hart,Falcons,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Tyron Johnson,49ers,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Jalen Reagor,Patriots,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
James Proche,Browns,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Dezmon Patmon,Bills,2023,1,"1,020,000.00","1,020,000.00","10,000.00",0.01,"1,158,843.00","1,158,843.00","11,361.00"
Puka Nacua,Rams,2023,4,"4,084,980.00","1,021,245.00","244,980.00",0.01,"4,641,032.00","1,160,258.00","278,327.00"
Tyler Johnson,Raiders,2023,1,"1,035,000.00","1,035,000.00",0.00,0.01,"1,175,885.00","1,175,885.00",0.00
Dontayvion Wicks,Packers,2023,4,"4,142,544.00","1,035,636.00","302,544.00",0.01,"4,706,431.00","1,176,608.00","343,727.00"
Justin Shorter,Bills,2023,4,"4,163,948.00","1,040,987.00","323,948.00",0.01,"4,730,749.00","1,182,687.00","368,044.00"
Antonio Callaway,Cowboys,2023,2,"2,135,000.00","1,067,500.00",0.00,0.01,"2,425,618.00","1,212,809.00",0.00
Tyron Johnson,Cowboys,2023,2,"2,135,000.00","1,067,500.00",0.00,0.01,"2,425,618.00","1,212,809.00",0.00
Juwann Winfree,Colts,2023,2,"2,135,000.00","1,067,500.00",0.00,0.01,"2,425,618.00","1,212,809.00",0.00
James Washington,IND/NO,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Alex Erickson,Chargers,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
David Moore,Buccaneers,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Jaydon Mickens,Giants,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Andy Isabella,Bills,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
N'Keal Harry,Vikings,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Anthony Miller,49ers,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Trent Taylor,Bears,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Lil'Jordan Humphrey,Broncos,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
John Ross,Chiefs,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Gunner Olszewski,Giants,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Malik Turner,Colts,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Miles Boykin,Steelers,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Isaiah McKenzie,Colts,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Mike Thomas,Ravens,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Jordan Matthews,Panthers,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Anthony Miller,Steelers,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Auden Tate,Cardinals,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
River Cracraft,Dolphins,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Isaiah Ford,Bears,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Alex Erickson,Jets,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Keke Coutee,Dolphins,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Andy Isabella,Ravens,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Byron Pringle,Commanders,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Keke Coutee,Saints,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Alex Erickson,Commanders,2023,1,"1,105,000.00","1,105,000.00","25,000.00",0.01,"1,255,414.00","1,255,414.00","28,403.00"
Tyler Scott,Bears,2023,4,"4,503,448.00","1,125,862.00","663,448.00",0.01,"5,116,462.00","1,279,115.00","753,757.00"
Charlie Jones,Bengals,2023,4,"4,518,776.00","1,129,694.00","678,776.00",0.01,"5,133,876.00","1,283,469.00","771,172.00"
Marquez Callaway,Broncos,2023,1,"1,135,000.00","1,135,000.00","302,500.00",0.01,"1,289,497.00","1,289,497.00","343,677.00"
Derius Davis,Chargers,2023,4,"4,551,928.00","1,137,982.00","711,928.00",0.01,"5,171,541.00","1,292,885.00","808,836.00"
Marcus Kemp,Commanders,2023,1,"1,155,000.00","1,155,000.00","50,000.00",0.01,"1,312,220.00","1,312,220.00","56,806.00"
Adam Humphries,Texans,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Breshad Perriman,Colts,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Robbie Chosen,Dolphins,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Demarcus Robinson,Rams,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Willie Snead,49ers,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Chris Conley,49ers,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Phillip Dorsett,Raiders,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Jamison Crowder,Commanders,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Laquon Treadwell,Ravens,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Cole Beasley,Giants,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Dan Arnold,Eagles,2023,1,"1,185,000.00","1,185,000.00","50,000.00",0.01,"1,346,303.00","1,346,303.00","56,806.00"
Jeff Smith,Giants,2023,1,"1,200,000.00","1,200,000.00",0.00,0.01,"1,363,345.00","1,363,345.00",0.00
KhaDarel Hodge,Falcons,2023,1,"1,200,000.00","1,200,000.00",0.00,0.01,"1,363,345.00","1,363,345.00",0.00
Trent Taylor,Bengals,2023,1,"1,232,500.00","1,232,500.00","52,500.00",0.01,"1,400,269.00","1,400,269.00","59,646.00"
Brandon Powell,Vikings,2023,1,"1,232,500.00","1,232,500.00","275,000.00",0.01,"1,400,269.00","1,400,269.00","312,433.00"
Cam Sims,Raiders,2023,1,"1,232,500.00","1,232,500.00","301,250.00",0.01,"1,400,269.00","1,400,269.00","342,256.00"
Olamide Zaccheaus,Eagles,2023,1,"1,232,500.00","1,232,500.00","650,000.00",0.01,"1,400,269.00","1,400,269.00","738,479.00"
Dante Pettis,Bears,2023,1,"1,232,500.00","1,232,500.00","152,500.00",0.01,"1,400,269.00","1,400,269.00","173,258.00"
Richie James,Chiefs,2023,1,"1,232,500.00","1,232,500.00","552,500.00",0.01,"1,400,269.00","1,400,269.00","627,707.00"
Scott Miller,Falcons,2023,1,"1,232,500.00","1,232,500.00","152,500.00",0.01,"1,400,269.00","1,400,269.00","173,258.00"
Keelan Cole,Raiders,2023,1,"1,232,500.00","1,232,500.00","76,250.00",0.01,"1,400,269.00","1,400,269.00","86,629.00"
Jalen Guyton,Chargers,2023,1,"1,232,500.00","1,232,500.00","76,000.00",0.01,"1,400,269.00","1,400,269.00","86,345.00"
Isaiah McKenzie,Colts,2023,1,"1,232,500.00","1,232,500.00","402,500.00",0.01,"1,400,269.00","1,400,269.00","457,289.00"
Nick Westbrook-Ikhine,Titans,2023,1,"1,260,000.00","1,260,000.00","400,000.00",0.01,"1,431,512.00","1,431,512.00","454,448.00"
Damiere Byrd,Panthers,2023,1,"1,317,500.00","1,317,500.00","152,500.00",0.01,"1,496,839.00","1,496,839.00","173,258.00"
Robbie Chosen,Dolphins,2023,1,"1,317,500.00","1,317,500.00","152,500.00",0.01,"1,496,839.00","1,496,839.00","173,258.00"
Chris Conley,49ers,2023,1,"1,317,500.00","1,317,500.00","400,000.00",0.01,"1,496,839.00","1,496,839.00","454,448.00"
Chris Moore,Titans,2023,1,"1,317,500.00","1,317,500.00","1,000,000.00",0.01,"1,496,839.00","1,496,839.00","1,136,121.00"
Sterling Shepard,Giants,2023,1,"1,317,500.00","1,317,500.00",0.00,0.01,"1,496,839.00","1,496,839.00",0.00
Jamison Crowder,Giants,2023,1,"1,317,500.00","1,317,500.00","27,500.00",0.01,"1,496,839.00","1,496,839.00","31,243.00"
Willie Snead,49ers,2023,1,"1,317,500.00","1,317,500.00","275,000.00",0.01,"1,496,839.00","1,496,839.00","312,433.00"
Tre Tucker,Raiders,2023,4,"5,304,082.00","1,326,021.00","857,512.00",0.01,"6,026,079.00","1,506,520.00","974,237.00"
Michael Wilson,Cardinals,2023,4,"5,339,462.00","1,334,866.00","883,244.00",0.01,"6,066,275.00","1,516,569.00","1,003,472.00"
Josh Downs,Colts,2023,4,"5,520,456.00","1,380,114.00","1,014,876.00",0.01,"6,271,906.00","1,567,976.00","1,153,022.00"
Gunner Olszewski,Steelers,2023,1,"1,400,000.00","1,400,000.00",0.00,0.01,"1,590,569.00","1,590,569.00",0.00
Cedric Tillman,Browns,2023,4,"5,610,462.00","1,402,616.00","1,080,336.00",0.01,"6,374,164.00","1,593,541.00","1,227,392.00"
Jalin Hyatt,Giants,2023,4,"5,625,316.00","1,406,329.00","1,091,140.00",0.01,"6,391,040.00","1,597,760.00","1,239,667.00"
Tank Dell,Texans,2023,4,"5,689,104.00","1,422,276.00","1,137,528.00",0.01,"6,463,511.00","1,615,878.00","1,292,369.00"
Steven Sims,Texans,2023,1,"1,500,000.00","1,500,000.00","500,000.00",0.01,"1,704,181.00","1,704,181.00","568,060.00"
DeAndre Carter,Raiders,2023,1,"1,500,000.00","1,500,000.00","1,255,000.00",0.01,"1,704,181.00","1,704,181.00","1,425,832.00"
Jakeem Grant,Browns,2023,1,"1,512,500.00","1,512,500.00",0.00,0.01,"1,718,383.00","1,718,383.00",0.00
Marvin Mims,Broncos,2023,4,"6,068,634.00","1,517,159.00","3,189,399.00",0.01,"6,894,703.00","1,723,676.00","3,623,543.00"
Julio Jones,Eagles,2023,1,"1,567,000.00","1,567,000.00",0.00,0.01,"1,780,302.00","1,780,302.00",0.00
Rashee Rice,Chiefs,2023,4,"6,495,218.00","1,623,805.00","3,519,033.00",0.01,"7,379,354.00","1,844,839.00","3,998,047.00"
Justin Watson,Chiefs,2023,2,"3,400,000.00","1,700,000.00","1,800,000.00",0.01,"3,862,811.00","1,931,406.00","2,045,018.00"
Marquise Goodwin,Browns,2023,1,"1,700,000.00","1,700,000.00","400,000.00",0.01,"1,931,406.00","1,931,406.00","454,448.00"
Trent Sherfield,Bills,2023,1,"1,770,000.00","1,770,000.00","750,000.00",0.01,"2,010,934.00","2,010,934.00","852,091.00"
Jayden Reed,Packers,2023,4,"7,180,778.00","1,795,195.00","4,048,783.00",0.01,"8,158,233.00","2,039,559.00","4,599,907.00"
Jonathan Mingo,Panthers,2023,4,"8,856,606.00","2,214,152.00","6,898,887.00",0.01,"10,062,176.00","2,515,545.00","7,837,970.00"
Zach Pascal,Cardinals,2023,2,"4,500,000.00","2,250,000.00","1,500,000.00",0.01,"5,112,544.00","2,556,272.00","1,704,181.00"
Mack Hollins,Falcons,2023,1,"2,500,000.00","2,500,000.00","910,000.00",0.01,"2,840,302.00","2,840,302.00","1,033,870.00"
Noah Brown,Texans,2023,1,"2,600,000.00","2,600,000.00","2,250,000.00",0.01,"2,953,915.00","2,953,915.00","2,556,272.00"
Matt Slater,Patriots,2023,1,"2,667,500.00","2,667,500.00","2,667,500.00",0.01,"3,030,603.00","3,030,603.00","3,030,603.00"
Randall Cobb,Jets,2023,1,"3,000,000.00","3,000,000.00","250,000.00",0.01,"3,408,363.00","3,408,363.00","284,030.00"
Marvin Jones,Lions,2023,1,"3,000,000.00","3,000,000.00","3,000,000.00",0.01,"3,408,363.00","3,408,363.00","3,408,363.00"
Nelson Agholor,Ravens,2023,1,"3,250,000.00","3,250,000.00","3,250,000.00",0.01,"3,692,393.00","3,692,393.00","3,692,393.00"
Jordan Addison,Vikings,2023,4,"13,731,736.00","3,432,934.00","13,731,736.00",0.02,"15,600,914.00","3,900,228.00","15,600,914.00"
Braxton Berrios,Dolphins,2023,1,"3,500,000.00","3,500,000.00","3,000,000.00",0.02,"3,976,423.00","3,976,423.00","3,408,363.00"
Zay Flowers,Ravens,2023,4,"14,036,440.00","3,509,110.00","14,036,440.00",0.02,"15,947,094.00","3,986,774.00","15,947,094.00"
Quentin Johnston,Chargers,2023,4,"14,188,786.00","3,547,197.00","14,188,786.00",0.02,"16,120,178.00","4,030,045.00","16,120,178.00"
Ashton Dulin,Colts,2023,2,"7,200,000.00","3,600,000.00","3,500,000.00",0.02,"8,180,071.00","4,090,036.00","3,976,423.00"
Jaxon Smith-Njigba,Seahawks,2023,4,"14,417,308.00","3,604,327.00","14,417,308.00",0.02,"16,379,806.00","4,094,952.00","16,379,806.00"
Mecole Hardman,NYJ/KC,2023,1,"4,000,000.00","4,000,000.00","3,580,000.00",0.02,"4,544,484.00","4,544,484.00","4,067,313.00"
Parris Campbell,Giants,2023,1,"4,700,000.00","4,700,000.00","2,900,000.00",0.02,"5,339,769.00","5,339,769.00","3,294,751.00"
Deonte Harty,Bills,2023,2,"9,500,000.00","4,750,000.00","5,000,000.00",0.02,"10,793,149.00","5,396,575.00","5,680,605.00"
Cedrick Wilson Jr.,Dolphins,2023,1,"5,000,000.00","5,000,000.00","5,000,000.00",0.02,"5,680,605.00","5,680,605.00","5,680,605.00"
D.J. Chark,Panthers,2023,1,"5,000,000.00","5,000,000.00","5,000,000.00",0.02,"5,680,605.00","5,680,605.00","5,680,605.00"
Kalif Raymond,Lions,2023,2,"10,500,000.00","5,250,000.00","8,150,000.00",0.02,"11,929,270.00","5,964,635.00","9,259,386.00"
DeVante Parker,Patriots,2023,2,"10,800,000.00","5,400,000.00","9,100,000.00",0.02,"12,270,107.00","6,135,053.00","10,338,701.00"
Darius Slayton,Giants,2023,2,"12,000,000.00","6,000,000.00","4,900,000.00",0.03,"13,633,452.00","6,816,726.00","5,566,993.00"
Allen Robinson,Steelers,2023,2,"15,000,000.00","7,500,000.00","5,000,000.00",0.03,"17,041,815.00","8,520,907.00","5,680,605.00"
Robert Woods,Texans,2023,2,"15,250,000.00","7,625,000.00","10,000,000.00",0.03,"17,325,845.00","8,662,923.00","11,361,210.00"
Adam Thielen,Panthers,2023,3,"25,000,000.00","8,333,333.00","14,000,000.00",0.04,"28,403,025.00","9,467,675.00","15,905,694.00"
Russell Gage,Buccaneers,2023,2,"17,000,000.00","8,500,000.00","7,000,000.00",0.04,"19,314,057.00","9,657,028.00","7,952,847.00"
JuJu Smith-Schuster,Patriots,2023,3,"25,500,000.00","8,500,000.00","16,000,000.00",0.04,"28,971,085.00","9,657,028.00","18,177,936.00"
Michael Thomas,Saints,2023,1,"10,000,000.00","10,000,000.00","6,260,000.00",0.04,"11,361,210.00","11,361,210.00","7,112,117.00"
Brandin Cooks,Cowboys,2023,2,"20,000,000.00","10,000,000.00","12,000,000.00",0.04,"22,722,420.00","11,361,210.00","13,633,452.00"
Jakobi Meyers,Raiders,2023,3,"33,000,000.00","11,000,000.00","21,000,000.00",0.05,"37,491,993.00","12,497,331.00","23,858,541.00"
Allen Lazard,Jets,2023,4,"44,000,000.00","11,000,000.00","22,000,000.00",0.05,"49,989,324.00","12,497,331.00","24,994,662.00"
DeAndre Hopkins,TEN/KC,2023,2,"26,000,000.00","13,000,000.00","10,980,000.00",0.06,"29,539,146.00","14,769,573.00","12,474,609.00"
Odell Beckham Jr.,Ravens,2023,1,"15,000,000.00","15,000,000.00","15,000,000.00",0.07,"17,041,815.00","17,041,815.00","17,041,815.00"
Dezmon Patmon,Colts,2022,1,"199,222.00","199,222.00",0.00,0.00,"244,387.00","244,387.00",0.00
Kawaan Baker,Packers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kyric McGowan,Commanders,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Ethan Fernea,Colts,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Johnny Johnson III,Texans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Keith Kirkwood,Saints,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Andre Baccellia,Cardinals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Josh Ali,Falcons,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Dai'Jean Dixon,Saints,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Travis Toivonen,Vikings,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kendall Hinton,Broncos,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kaden Davis,Broncos,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Darrius Shepherd,Broncos,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Maurice Alexander,Lions,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Ja'Marcus Bradley,Steelers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Keelan Doss,Chargers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Binjimen Victor,Ravens,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Tre Nixon,Patriots,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Tom Kennedy,Lions,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Travis Fulgham,Packers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kevin Austin Jr.,Jaguars,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Emeka Emezie,Panthers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Dezmon Patmon,Bills,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Tyrie Cleveland,Eagles,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Marquez Stevenson,Bills,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kaylon Geiger,Buccaneers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Cyril Grayson,Browns,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Dez Fitzpatrick,Titans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Emeka Emezie,Falcons,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
D.J. Montgomery,Texans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Tyreik McAllister,Broncos,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Victor Bolden,Cardinals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Freddie Swain,Dolphins,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Makai Polk,Ravens,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Calvin Jackson,Jets,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Irvin Charles,Jets,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Shemar Bridges,Ravens,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Tarik Black,Jets,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Chris Pierce Jr.,Cardinals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jaylon Moore,Giants,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Seth Williams,Jaguars,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Tyrie Cleveland,Broncos,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Lawrence Cager,Giants,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
