Player,Team,Year Signed,Length of Contract,Value,APY,Guaranteed Money,APY as % of Salary Cap,Inflated Value,Inflated APY,Inflated Guaranteed
Holton Ahlers,Seahawks,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Max Duggan,Chargers,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Dresser Winn,Rams,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
EJ Perry,Jaguars,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Chris Oladokun,Chiefs,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Ian Book,Patriots,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Shane Buechele,Bills,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Nathan Rourke,Jaguars,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Malik Cunningham,Patriots,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Jake Fromm,Commanders,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Ben DiNucci,Broncos,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Kellen Mond,Colts,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Jake Luton,Panthers,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Alex McGough,Packers,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Jacob Eason,Giants,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Tanner Morgan,Vikings,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Drew Plitt,Bengals,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Tommy DeVito,Giants,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Anthony Brown,Ravens,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Bailey Zappe,Patriots,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Reid Sinnett,Bengals,2023,1,"216,000.00","216,000.00",0.00,0.00,"245,402.00","245,402.00",0.00
Reid Sinnett,Bengals,2023,1,"228,333.00","228,333.00",0.00,0.00,"259,414.00","259,414.00",0.00
Jake Luton,Panthers,2023,1,"236,111.00","236,111.00",0.00,0.00,"268,251.00","268,251.00",0.00
Tommy DeVito,Giants,2023,1,"245,667.00","245,667.00",0.00,0.00,"279,107.00","279,107.00",0.00
Chris Oladokun,Chiefs,2023,1,"245,667.00","245,667.00",0.00,0.00,"279,107.00","279,107.00",0.00
Ben DiNucci,Broncos,2023,1,"252,333.00","252,333.00",0.00,0.00,"286,681.00","286,681.00",0.00
Tommy DeVito,Giants,2023,1,"275,334.00","275,334.00",0.00,0.00,"312,813.00","312,813.00",0.00
Ben DiNucci,Broncos,2023,1,"288,666.00","288,666.00",0.00,0.00,"327,960.00","327,960.00",0.00
A.J. McCarron,Bengals,2023,1,"289,800.00","289,800.00",0.00,0.00,"329,248.00","329,248.00",0.00
Will Grier,Patriots,2023,1,"289,800.00","289,800.00",0.00,0.00,"329,248.00","329,248.00",0.00
Sean Mannion,Vikings,2023,1,"289,800.00","289,800.00",0.00,0.00,"329,248.00","329,248.00",0.00
Matt Barkley,Giants,2023,1,"289,800.00","289,800.00",0.00,0.00,"329,248.00","329,248.00",0.00
Trace McSorley,CHI/PIT,2023,1,"289,800.00","289,800.00",0.00,0.00,"329,248.00","329,248.00",0.00
Tommy DeVito,Giants,2023,1,"305,001.00","305,001.00",0.00,0.00,"346,518.00","346,518.00",0.00
A.J. McCarron,Bengals,2023,1,"306,222.00","306,222.00",0.00,0.00,"347,905.00","347,905.00",0.00
Tim Boyle,Jets,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
John Wolford,Buccaneers,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Tim Boyle,Texans,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Jeff Driskel,Cardinals,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Joe Flacco,Browns,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Brett Rypien,Rams,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Phillip Walker,Browns,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
David Blough,Lions,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Sean Mannion,Seahawks,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Trevor Siemian,Jets,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Nathan Peterman,Bears,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Will Grier,Bengals,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Brett Rypien,Seahawks,2023,1,"370,800.00","370,800.00",0.00,0.00,"421,274.00","421,274.00",0.00
Ben DiNucci,Broncos,2023,1,"377,600.00","377,600.00",0.00,0.00,"428,999.00","428,999.00",0.00
Phillip Walker,Browns,2023,1,"406,311.00","406,311.00",0.00,0.00,"461,618.00","461,618.00",0.00
Brett Rypien,Rams,2023,1,"410,200.00","410,200.00",0.00,0.00,"466,037.00","466,037.00",0.00
Phillip Walker,Browns,2023,1,"441,822.00","441,822.00",0.00,0.00,"501,963.00","501,963.00",0.00
Phillip Walker,Browns,2023,1,"477,333.00","477,333.00",0.00,0.00,"542,308.00","542,308.00",0.00
Chase Garbers,Raiders,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
EJ Perry,Jaguars,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Jordan Ta'amu,Vikings,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
James Blackman,Dolphins,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Nathan Rourke,Patriots,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Max Duggan,Chargers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
EJ Perry,Texans,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Nathan Rourke,Jaguars,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Danny Etling,Packers,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Chris Oladokun,Chiefs,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Jake Browning,Bengals,2023,1,"750,000.00","750,000.00",0.00,0.00,"852,091.00","852,091.00",0.00
Tommy DeVito,Giants,2023,2,"1,665,000.00","832,500.00",0.00,0.00,"1,891,641.00","945,821.00",0.00
Ben DiNucci,Broncos,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Alex McGough,Packers,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Reid Sinnett,Bengals,2023,1,"870,000.00","870,000.00",0.00,0.00,"988,425.00","988,425.00",0.00
Malik Cunningham,Ravens,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Dresser Winn,Rams,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Austin Aune,Falcons,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Malik Cunningham,Patriots,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Braxton Burmeister,Rams,2023,3,"2,695,000.00","898,333.00",0.00,0.00,"3,061,846.00","1,020,615.00",0.00
Holton Ahlers,Seahawks,2023,3,"2,696,000.00","898,667.00","1,000.00",0.00,"3,062,982.00","1,020,994.00","1,136.00"
James Blackman,Dolphins,2023,3,"2,697,000.00","899,000.00","12,000.00",0.00,"3,064,118.00","1,021,373.00","13,633.00"
Tim DeMorat,Commanders,2023,3,"2,697,500.00","899,167.00","2,500.00",0.00,"3,064,686.00","1,021,563.00","2,840.00"
Nathan Rourke,Jaguars,2023,3,"2,700,000.00","900,000.00","221,000.00",0.00,"3,067,527.00","1,022,509.00","251,083.00"
Nolan Henderson,Ravens,2023,3,"2,701,000.00","900,333.00","6,000.00",0.00,"3,068,663.00","1,022,887.00","6,817.00"
Tommy DeVito,Giants,2023,3,"2,705,000.00","901,667.00","20,000.00",0.00,"3,073,207.00","1,024,403.00","22,722.00"
Adrian Martinez,Lions,2023,3,"2,705,000.00","901,667.00","60,000.00",0.00,"3,073,207.00","1,024,403.00","68,167.00"
Tyson Bagent,Bears,2023,3,"2,720,000.00","906,667.00","25,000.00",0.00,"3,090,249.00","1,030,083.00","28,403.00"
Tanner Morgan,Steelers,2023,3,"2,720,000.00","906,667.00","25,000.00",0.00,"3,090,249.00","1,030,083.00","28,403.00"
Malik Cunningham,Patriots,2023,3,"2,725,000.00","908,333.00","200,000.00",0.00,"3,095,930.00","1,031,976.00","227,224.00"
Shane Buechele,Chiefs,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Jacob Eason,CAR/NYG,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Jake Fromm,Commanders,2023,1,"940,000.00","940,000.00",0.00,0.00,"1,067,954.00","1,067,954.00",0.00
Jake Fromm,Commanders,2023,2,"1,925,000.00","962,500.00",0.00,0.00,"2,187,033.00","1,093,516.00",0.00
Max Duggan,Chargers,2023,4,"3,926,220.00","981,555.00","86,220.00",0.00,"4,460,661.00","1,115,165.00","97,956.00"
Bailey Zappe,Patriots,2023,3,"2,955,000.00","985,000.00",0.00,0.00,"3,357,238.00","1,119,079.00",0.00
Tanner McKee,Eagles,2023,4,"4,026,520.00","1,006,630.00","186,520.00",0.00,"4,574,614.00","1,143,653.00","211,909.00"
Phillip Walker,Browns,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Jake Luton,Panthers,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Chris Streveler,Jets,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
John Wolford,Buccaneers,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Jake Luton,Saints,2023,1,"1,010,000.00","1,010,000.00",0.00,0.00,"1,147,482.00","1,147,482.00",0.00
Jaren Hall,Vikings,2023,4,"4,119,272.00","1,029,818.00","279,272.00",0.01,"4,679,991.00","1,169,998.00","317,287.00"
Sean Clifford,Packers,2023,4,"4,164,180.00","1,041,045.00","324,180.00",0.01,"4,731,012.00","1,182,753.00","368,308.00"
Dorian Thompson-Robinson,Browns,2023,4,"4,182,268.00","1,045,567.00","342,268.00",0.01,"4,751,562.00","1,187,891.00","388,858.00"
Clayton Tune,Cardinals,2023,4,"4,190,624.00","1,047,656.00","350,624.00",0.01,"4,761,056.00","1,190,264.00","398,351.00"
Will Grier,Chargers,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Mason Rudolph,Steelers,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Will Grier,Patriots,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Nathan Peterman,Bears,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Brett Rypien,Jets,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Brett Rypien,Rams,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Trace McSorley,Patriots,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Jeff Driskel,Cardinals,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Tim Boyle,Jets,2023,1,"1,080,000.00","1,080,000.00",0.00,0.01,"1,227,011.00","1,227,011.00",0.00
Aidan O'Connell,Raiders,2023,4,"4,349,380.00","1,087,345.00","509,380.00",0.01,"4,941,422.00","1,235,355.00","578,717.00"
Stetson Bennett,Rams,2023,4,"4,539,132.00","1,134,783.00","699,132.00",0.01,"5,157,003.00","1,289,251.00","794,299.00"
Jake Haener,Saints,2023,4,"4,544,812.00","1,136,203.00","704,812.00",0.01,"5,163,456.00","1,290,864.00","800,752.00"
Jeff Driskel,Browns,2023,1,"1,140,000.00","1,140,000.00","60,000.00",0.01,"1,295,178.00","1,295,178.00","68,167.00"
Tim Boyle,Jets,2023,1,"1,155,000.00","1,155,000.00","75,000.00",0.01,"1,312,220.00","1,312,220.00","85,209.00"
A.J. McCarron,Bengals,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Josh Johnson,Ravens,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Matt Barkley,Jaguars,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Trevor Siemian,Jets,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Matt Barkley,Giants,2023,1,"1,165,000.00","1,165,000.00",0.00,0.01,"1,323,581.00","1,323,581.00",0.00
Kyle Allen,Bills,2023,1,"1,232,500.00","1,232,500.00","350,000.00",0.01,"1,400,269.00","1,400,269.00","397,642.00"
David Blough,Cardinals,2023,1,"1,232,500.00","1,232,500.00","76,250.00",0.01,"1,400,269.00","1,400,269.00","86,629.00"
Nathan Peterman,Bears,2023,1,"1,232,500.00","1,232,500.00","152,500.00",0.01,"1,400,269.00","1,400,269.00","173,258.00"
Brandon Allen,49ers,2023,1,"1,232,500.00","1,232,500.00","200,000.00",0.01,"1,400,269.00","1,400,269.00","227,224.00"
Matt Barkley,Bills,2023,1,"1,250,200.00","1,250,200.00","235,200.00",0.01,"1,420,378.00","1,420,378.00","267,216.00"
Carson Wentz,Rams,2023,1,"1,315,000.00","1,315,000.00","150,000.00",0.01,"1,493,999.00","1,493,999.00","170,418.00"
Josh Johnson,Ravens,2023,1,"1,317,500.00","1,317,500.00","152,500.00",0.01,"1,496,839.00","1,496,839.00","173,258.00"
Blaine Gabbert,Chiefs,2023,1,"1,317,500.00","1,317,500.00","1,092,500.00",0.01,"1,496,839.00","1,496,839.00","1,241,212.00"
Trevor Siemian,Bengals,2023,1,"1,317,500.00","1,317,500.00","152,500.00",0.01,"1,496,839.00","1,496,839.00","173,258.00"
Hendon Hooker,Lions,2023,4,"5,719,028.00","1,429,757.00","1,159,292.00",0.01,"6,497,508.00","1,624,377.00","1,317,096.00"
Nate Sudfeld,Lions,2023,1,"1,600,000.00","1,600,000.00","1,000,000.00",0.01,"1,817,794.00","1,817,794.00","1,136,121.00"
Easton Stick,Chargers,2023,1,"1,800,000.00","1,800,000.00","1,152,500.00",0.01,"2,045,018.00","2,045,018.00","1,309,379.00"
Phillip Walker,Bears,2023,2,"4,000,000.00","2,000,000.00","3,010,000.00",0.01,"4,544,484.00","2,272,242.00","3,419,724.00"
Joshua Dobbs,Vikings,2023,1,"2,000,000.00","2,000,000.00","2,000,000.00",0.01,"2,272,242.00","2,272,242.00","2,272,242.00"
Nick Mullens,Vikings,2023,2,"4,000,000.00","2,000,000.00","1,922,500.00",0.01,"4,544,484.00","2,272,242.00","2,184,193.00"
Joshua Dobbs,CLE/ARI,2023,1,"2,000,000.00","2,000,000.00","2,000,000.00",0.01,"2,272,242.00","2,272,242.00","2,272,242.00"
Joe Flacco,Browns,2023,1,"2,200,000.00","2,200,000.00","400,000.00",0.01,"2,499,466.00","2,499,466.00","454,448.00"
Brian Hoyer,Raiders,2023,2,"4,500,000.00","2,250,000.00","4,205,000.00",0.01,"5,112,544.00","2,556,272.00","4,777,389.00"
C.J. Beathard,Jaguars,2023,2,"4,500,000.00","2,250,000.00","2,000,000.00",0.01,"5,112,544.00","2,556,272.00","2,272,242.00"
Will Levis,Titans,2023,4,"9,542,162.00","2,385,541.00","8,730,957.00",0.01,"10,841,051.00","2,710,263.00","9,919,424.00"
Cooper Rush,Cowboys,2023,2,"5,000,000.00","2,500,000.00","2,750,000.00",0.01,"5,680,605.00","2,840,302.00","3,124,333.00"
Tyler Huntley,Ravens,2023,1,"2,627,000.00","2,627,000.00",0.00,0.01,"2,984,590.00","2,984,590.00",0.00
Teddy Bridgewater,Lions,2023,1,"3,000,000.00","3,000,000.00","2,550,000.00",0.01,"3,408,363.00","3,408,363.00","2,897,109.00"
Case Keenum,Texans,2023,2,"6,250,000.00","3,125,000.00","4,000,000.00",0.01,"7,100,756.00","3,550,378.00","4,544,484.00"
Gardner Minshew,Colts,2023,1,"3,500,000.00","3,500,000.00","3,500,000.00",0.02,"3,976,423.00","3,976,423.00","3,976,423.00"
Drew Lock,Seahawks,2023,1,"4,000,000.00","4,000,000.00","1,750,000.00",0.02,"4,544,484.00","4,544,484.00","1,988,212.00"
Mike White,Dolphins,2023,2,"8,000,000.00","4,000,000.00","4,500,000.00",0.02,"9,088,968.00","4,544,484.00","5,112,544.00"
Baker Mayfield,Buccaneers,2023,1,"4,000,000.00","4,000,000.00","4,000,000.00",0.02,"4,544,484.00","4,544,484.00","4,544,484.00"
Jameis Winston,Saints,2023,1,"4,000,000.00","4,000,000.00","4,000,000.00",0.02,"4,544,484.00","4,544,484.00","4,544,484.00"
Sam Darnold,49ers,2023,1,"4,500,000.00","4,500,000.00","3,500,000.00",0.02,"5,112,544.00","5,112,544.00","3,976,423.00"
Marcus Mariota,Eagles,2023,1,"5,000,000.00","5,000,000.00","5,000,000.00",0.02,"5,680,605.00","5,680,605.00","5,680,605.00"
Jarrett Stidham,Broncos,2023,2,"10,000,000.00","5,000,000.00","5,000,000.00",0.02,"11,361,210.00","5,680,605.00","5,680,605.00"
Andy Dalton,Panthers,2023,2,"10,000,000.00","5,000,000.00","8,000,000.00",0.02,"11,361,210.00","5,680,605.00","9,088,968.00"
Mitchell Trubisky,Steelers,2023,2,"11,250,000.00","5,625,000.00","6,920,000.00",0.03,"12,781,361.00","6,390,681.00","7,861,957.00"
Taylor Heinicke,Falcons,2023,2,"14,000,000.00","7,000,000.00","6,320,000.00",0.03,"15,905,694.00","7,952,847.00","7,180,285.00"
Jacoby Brissett,Commanders,2023,1,"8,000,000.00","8,000,000.00","7,500,000.00",0.04,"9,088,968.00","9,088,968.00","8,520,907.00"
Anthony Richardson,Colts,2023,4,"33,994,030.00","8,498,508.00","33,994,030.00",0.04,"38,621,331.00","9,655,333.00","38,621,331.00"
C.J. Stroud,Texans,2023,4,"36,279,246.00","9,069,812.00","36,279,246.00",0.04,"41,217,613.00","10,304,404.00","41,217,613.00"
Bryce Young,Panthers,2023,4,"37,955,074.00","9,488,769.00","37,955,074.00",0.04,"43,121,556.00","10,780,390.00","43,121,556.00"
Jordan Love,Packers,2023,1,"13,500,000.00","13,500,000.00","13,000,000.00",0.06,"15,337,633.00","15,337,633.00","14,769,573.00"
Jimmy Garoppolo,Raiders,2023,3,"72,750,000.00","24,250,000.00","33,750,000.00",0.11,"82,652,802.00","27,550,934.00","38,344,084.00"
Geno Smith,Seahawks,2023,3,"75,000,000.00","25,000,000.00","40,000,000.00",0.11,"85,209,075.00","28,403,025.00","45,444,840.00"
Lamar Jackson,Ravens,2023,1,"32,416,000.00","32,416,000.00",0.00,0.14,"36,828,498.00","36,828,498.00",0.00
Derek Carr,Saints,2023,4,"150,000,000.00","37,500,000.00","100,000,000.00",0.17,"170,418,149.00","42,604,537.00","113,612,100.00"
Aaron Rodgers,Jets,2023,3,"112,500,000.00","37,500,000.00","75,000,000.00",0.17,"127,813,612.00","42,604,537.00","85,209,075.00"
Daniel Jones,Giants,2023,4,"160,000,000.00","40,000,000.00","104,000,000.00",0.18,"181,779,359.00","45,444,840.00","118,156,584.00"
Jalen Hurts,Eagles,2023,5,"255,000,000.00","51,000,000.00","179,304,000.00",0.23,"289,710,854.00","57,942,171.00","203,711,039.00"
Lamar Jackson,Ravens,2023,5,"260,000,000.00","52,000,000.00","185,000,000.00",0.23,"295,391,459.00","59,078,292.00","210,182,384.00"
Justin Herbert,Chargers,2023,5,"262,500,000.00","52,500,000.00","193,738,375.00",0.23,"298,231,762.00","59,646,352.00","220,110,236.00"
Joe Burrow,Bengals,2023,5,"275,000,000.00","55,000,000.00","219,010,000.00",0.25,"312,433,274.00","62,486,655.00","248,821,859.00"
EJ Perry,Jaguars,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Kurt Benkert,49ers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jake Luton,Saints,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
James Morgan,Cardinals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jake Browning,Bengals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Reid Sinnett,MIA/PHI,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jacob Eason,49ers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Chris Streveler,Jets,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jarrett Guarantano,Broncos,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Davis Webb,Giants,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Anthony Brown,Ravens,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Trace McSorley,Cardinals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jacob Eason,Panthers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Carson Strong,Cardinals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Chase Garbers,Raiders,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Logan Woodside,Titans,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Chris Oladokun,Chiefs,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Danny Etling,Packers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Case Cookus,Rams,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Davis Cheek,Panthers,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Steven Montez,Lions,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jarrett Guarantano,Cardinals,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Jake Fromm,Commanders,2022,1,"207,000.00","207,000.00",0.00,0.00,"253,928.00","253,928.00",0.00
Anthony Brown,Ravens,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
Jake Browning,Bengals,2022,1,"234,667.00","234,667.00",0.00,0.00,"287,867.00","287,867.00",0.00
Logan Woodside,Titans,2022,1,"245,222.00","245,222.00",0.00,0.00,"300,815.00","300,815.00",0.00
Jacob Eason,Panthers,2022,1,"245,222.00","245,222.00",0.00,0.00,"300,815.00","300,815.00",0.00
Chris Streveler,Jets,2022,1,"245,222.00","245,222.00",0.00,0.00,"300,815.00","300,815.00",0.00
Davis Webb,Giants,2022,1,"245,222.00","245,222.00",0.00,0.00,"300,815.00","300,815.00",0.00
Jake Browning,Bengals,2022,1,"262,334.00","262,334.00",0.00,0.00,"321,806.00","321,806.00",0.00
Anthony Brown,Ravens,2022,1,"262,334.00","262,334.00",0.00,0.00,"321,806.00","321,806.00",0.00
Mike Glennon,Dolphins,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Josh Rosen,Browns,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Kevin Hogan,Titans,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Brett Hundley,Ravens,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Garrett Gilbert,Patriots,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Brett Hundley,Saints,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Josh Rosen,Vikings,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Tim Boyle,Lions,2022,1,"277,200.00","277,200.00",0.00,0.00,"340,043.00","340,043.00",0.00
Jacob Eason,Panthers,2022,1,"283,444.00","283,444.00",0.00,0.00,"347,702.00","347,702.00",0.00
Davis Webb,Giants,2022,1,"283,444.00","283,444.00",0.00,0.00,"347,702.00","347,702.00",0.00
Logan Woodside,Titans,2022,1,"283,444.00","283,444.00",0.00,0.00,"347,702.00","347,702.00",0.00
Chris Streveler,Jets,2022,1,"283,444.00","283,444.00",0.00,0.00,"347,702.00","347,702.00",0.00
Josh Johnson,Broncos,2022,1,"288,000.00","288,000.00",0.00,0.00,"353,291.00","353,291.00",0.00
Anthony Brown,Ravens,2022,1,"290,001.00","290,001.00",0.00,0.00,"355,746.00","355,746.00",0.00
Garrett Gilbert,Patriots,2022,1,"299,800.00","299,800.00",0.00,0.00,"367,766.00","367,766.00",0.00
Chris Streveler,Jets,2022,1,"321,666.00","321,666.00",0.00,0.00,"394,589.00","394,589.00",0.00
Davis Webb,Giants,2022,1,"321,666.00","321,666.00",0.00,0.00,"394,589.00","394,589.00",0.00
Josh Johnson,Broncos,2022,1,"334,222.00","334,222.00",0.00,0.00,"409,992.00","409,992.00",0.00
Joshua Dobbs,Lions,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Will Grier,Cowboys,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Sean Mannion,Seahawks,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Jeff Driskel,Texans,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Cooper Rush,Cowboys,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
David Blough,Vikings,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Ryan Griffin,Buccaneers,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Matt Barkley,Bills,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
Nathan Peterman,Bears,2022,1,"358,200.00","358,200.00",0.00,0.00,"439,406.00","439,406.00",0.00
